ID,Age,Gender,Country,Coffee_Intake,Caffeine_mg,Sleep_Hours,Sleep_Quality,Sleep_Quality_num,BMI,Stress_Level,Physical_Activity_Hours,Stress_Level_num,Occupation,Smoking,Alcohol_Consumption,Age_Group,Categoria_BMI
3000,33,Male,Spain,3.9,371.9,5.7,Fair,2,23.6,Medium,11.0,2,Other,0,1,Joven,Peso saludable
3001,18,Female,India,2.2,207.9,7.1,Good,3,21.0,Low,2.3,1,Healthcare,0,0,Joven,Peso saludable
3002,24,Male,Belgium,0.0,0.0,6.0,Good,3,23.8,Low,2.8,1,Healthcare,1,0,Joven,Peso saludable
3003,30,Female,France,0.5,47.8,6.9,Good,3,22.7,Low,10.6,1,Student,0,1,Joven,Peso saludable
3004,57,Female,Australia,1.5,139.0,4.8,Poor,1,22.5,High,2.0,3,Student,0,0,Mayor,Peso saludable
3005,41,Male,Switzerland,3.6,339.2,5.5,Fair,2,23.9,Medium,10.9,2,Service,1,0,Adulto,Peso saludable
3006,18,Female,China,1.2,114.7,4.6,Poor,1,17.0,High,2.5,3,Office,0,0,Joven,Bajo peso
3007,40,Female,Finland,0.0,0.0,8.8,Excellent,4,22.0,Low,14.9,1,Other,0,1,Adulto,Peso saludable
3008,18,Female,Italy,2.8,270.0,7.4,Good,3,29.1,Low,0.7,1,Service,1,0,Joven,Sobrepeso
3009,47,Male,Brazil,4.0,379.5,5.8,Fair,2,28.0,Medium,11.6,2,Other,0,1,Adulto,Sobrepeso
3010,29,Female,USA,5.8,550.6,5.2,Fair,2,23.9,Medium,3.5,2,Other,0,0,Joven,Peso saludable
3011,33,Female,China,1.0,91.3,8.2,Excellent,4,17.4,Low,4.9,1,Office,0,0,Joven,Bajo peso
3012,50,Male,Italy,1.1,106.4,9.0,Excellent,4,22.8,Low,13.7,1,Other,0,0,Adulto,Peso saludable
3013,19,Female,France,0.0,0.0,7.9,Good,3,21.8,Low,4.6,1,Other,0,0,Joven,Peso saludable
3014,18,Male,Norway,0.2,17.0,8.6,Excellent,4,24.7,Low,5.7,1,Student,1,1,Joven,Peso saludable
3015,27,Male,Japan,0.9,85.6,6.9,Good,3,24.6,Low,2.7,1,Student,0,1,Joven,Peso saludable
3016,47,Female,Switzerland,1.2,110.2,4.3,Poor,1,26.0,High,1.2,3,Student,0,0,Adulto,Sobrepeso
3017,18,Female,South Korea,1.7,161.4,6.6,Good,3,18.4,Low,1.6,1,Office,1,1,Joven,Bajo peso
3018,18,Female,India,3.4,321.8,6.6,Good,3,16.5,Low,8.9,1,Student,0,0,Joven,Bajo peso
3019,29,Female,France,3.3,310.4,7.8,Good,3,22.3,Low,0.7,1,Service,0,0,Joven,Peso saludable
3020,41,Male,Belgium,1.7,164.3,6.3,Good,3,19.8,Low,3.4,1,Service,0,1,Adulto,Peso saludable
3021,49,Male,Italy,2.5,239.7,5.2,Fair,2,24.8,Medium,5.9,2,Service,0,0,Adulto,Peso saludable
3022,29,Female,Australia,0.5,44.0,4.8,Poor,1,24.3,High,1.6,3,Office,0,1,Joven,Peso saludable
3023,30,Male,Germany,1.7,156.9,7.5,Good,3,19.0,Low,11.2,1,Healthcare,1,0,Joven,Peso saludable
3024,48,Female,Canada,0.6,53.4,6.6,Good,3,25.1,Low,14.6,1,Healthcare,0,0,Adulto,Sobrepeso
3025,18,Female,Netherlands,1.4,132.1,5.5,Fair,2,26.8,Medium,13.4,2,Service,0,0,Joven,Sobrepeso
3026,30,Male,Belgium,5.3,501.9,7.0,Good,3,30.4,Low,14.3,1,Healthcare,1,0,Joven,Obesidad
3027,37,Male,Belgium,2.7,258.2,7.5,Good,3,19.5,Low,8.2,1,Other,0,0,Adulto,Peso saludable
3028,40,Female,Japan,1.6,152.8,6.5,Good,3,23.2,Low,2.2,1,Office,0,0,Adulto,Peso saludable
3029,28,Female,South Korea,3.2,305.6,7.7,Good,3,21.6,Low,10.0,1,Service,0,0,Joven,Peso saludable
3030,35,Female,Mexico,1.9,181.2,7.5,Good,3,31.6,Low,0.9,1,Service,0,1,Joven,Obesidad
3031,18,Female,Mexico,5.0,477.5,6.1,Good,3,17.0,Low,7.1,1,Service,0,1,Joven,Bajo peso
3032,27,Female,USA,3.0,287.8,6.3,Good,3,27.0,Low,11.8,1,Other,1,0,Joven,Sobrepeso
3033,40,Male,Finland,0.8,72.1,6.5,Good,3,22.4,Low,12.8,1,Student,0,0,Adulto,Peso saludable
3034,23,Male,Norway,4.5,425.5,6.3,Good,3,20.0,Low,4.4,1,Service,0,0,Joven,Peso saludable
3035,35,Male,Belgium,3.4,325.7,8.3,Excellent,4,23.2,Low,3.3,1,Healthcare,0,0,Joven,Peso saludable
3036,40,Male,Italy,3.2,304.1,7.9,Good,3,24.8,Low,10.3,1,Student,0,0,Adulto,Peso saludable
3037,30,Male,Sweden,3.7,355.3,7.1,Good,3,16.5,Low,2.1,1,Other,1,0,Joven,Bajo peso
3038,37,Male,India,3.6,341.4,8.6,Excellent,4,22.9,Low,14.9,1,Service,0,0,Adulto,Peso saludable
3039,23,Male,Sweden,3.3,310.5,7.9,Good,3,22.7,Low,5.0,1,Student,0,0,Joven,Peso saludable
3040,32,Male,China,2.3,214.5,6.5,Good,3,17.6,Low,11.2,1,Service,0,1,Joven,Bajo peso
3041,42,Female,Japan,3.9,366.7,7.1,Good,3,27.3,Low,10.9,1,Service,0,0,Adulto,Sobrepeso
3042,36,Female,Japan,2.2,213.0,8.3,Excellent,4,20.0,Low,4.7,1,Other,0,1,Adulto,Peso saludable
3043,27,Male,UK,4.5,426.8,6.4,Good,3,29.0,Low,5.8,1,Healthcare,0,1,Joven,Sobrepeso
3044,37,Female,Canada,3.2,308.5,6.3,Good,3,21.7,Low,12.6,1,Other,0,0,Adulto,Peso saludable
3045,43,Male,Finland,2.8,264.2,8.8,Excellent,4,15.4,Low,3.4,1,Other,0,1,Adulto,Bajo peso
3046,18,Female,Australia,3.4,327.6,7.1,Good,3,30.0,Low,0.9,1,Healthcare,1,0,Joven,Obesidad
3047,48,Male,Switzerland,2.7,260.0,7.8,Good,3,19.0,Low,2.2,1,Student,0,0,Adulto,Peso saludable
3048,30,Female,Finland,4.4,419.2,5.5,Fair,2,21.6,Medium,10.3,2,Other,0,0,Joven,Peso saludable
3049,40,Male,Brazil,3.9,372.7,7.5,Good,3,21.1,Low,3.6,1,Service,1,0,Adulto,Peso saludable
3050,49,Female,Germany,2.6,247.9,6.4,Good,3,21.8,Low,8.5,1,Other,0,0,Adulto,Peso saludable
3051,18,Male,India,0.0,0.0,7.0,Good,3,24.6,Low,5.9,1,Healthcare,0,1,Joven,Peso saludable
3052,26,Female,Australia,3.8,360.5,5.3,Fair,2,28.6,Medium,13.0,2,Student,0,1,Joven,Sobrepeso
3053,31,Male,Sweden,3.1,296.9,6.3,Good,3,15.9,Low,7.3,1,Healthcare,0,0,Joven,Bajo peso
3054,25,Male,Italy,6.1,583.4,4.4,Poor,1,23.2,High,2.1,3,Service,1,0,Joven,Peso saludable
3055,55,Female,Finland,0.6,52.3,8.3,Excellent,4,28.1,Low,12.5,1,Student,0,0,Adulto,Sobrepeso
3056,24,Male,Mexico,2.2,206.4,6.0,Good,3,24.2,Low,1.2,1,Other,0,0,Joven,Peso saludable
3057,28,Female,South Korea,0.2,17.1,7.4,Good,3,25.2,Low,12.4,1,Student,1,1,Joven,Sobrepeso
3058,37,Male,India,1.4,133.8,5.4,Fair,2,28.2,Medium,0.6,2,Other,0,0,Adulto,Sobrepeso
3059,20,Male,Australia,4.8,459.5,6.9,Good,3,17.9,Low,0.1,1,Other,0,1,Joven,Bajo peso
3060,30,Female,Germany,0.0,0.3,4.0,Poor,1,24.7,High,11.3,3,Office,0,1,Joven,Peso saludable
3061,38,Male,Norway,0.4,39.1,5.9,Fair,2,27.3,Medium,8.4,2,Other,1,0,Adulto,Sobrepeso
3062,31,Male,UK,3.4,320.1,8.1,Excellent,4,25.8,Low,3.2,1,Other,1,1,Joven,Sobrepeso
3063,33,Female,India,2.8,265.1,5.8,Fair,2,21.6,Medium,14.5,2,Other,0,0,Joven,Peso saludable
3064,28,Female,USA,2.0,190.6,6.5,Good,3,16.8,Low,9.6,1,Office,1,0,Joven,Bajo peso
3065,18,Female,Brazil,0.0,0.0,4.4,Poor,1,25.2,High,3.6,3,Student,1,0,Joven,Sobrepeso
3066,38,Male,Norway,4.4,417.9,8.0,Good,3,21.7,Low,6.2,1,Office,1,0,Adulto,Peso saludable
3067,56,Female,Spain,2.1,204.0,6.4,Good,3,26.4,Low,13.7,1,Healthcare,0,0,Mayor,Sobrepeso
3068,35,Male,Norway,1.0,92.1,8.4,Excellent,4,20.8,Low,3.1,1,Other,0,1,Joven,Peso saludable
3069,37,Male,USA,3.0,283.3,5.7,Fair,2,29.5,Medium,13.9,2,Office,1,0,Adulto,Sobrepeso
3070,43,Female,UK,4.4,416.5,4.6,Poor,1,28.1,High,3.3,3,Office,1,0,Adulto,Sobrepeso
3071,19,Male,Italy,2.1,199.6,8.4,Excellent,4,19.0,Low,0.4,1,Student,1,0,Joven,Peso saludable
3072,55,Male,Finland,1.5,145.0,7.2,Good,3,30.6,Low,4.0,1,Student,1,0,Adulto,Obesidad
3073,37,Male,Canada,2.6,242.6,6.7,Good,3,18.6,Low,0.8,1,Student,0,0,Adulto,Peso saludable
3074,54,Female,Spain,3.1,292.0,5.8,Fair,2,26.4,Medium,3.5,2,Service,0,0,Adulto,Sobrepeso
3075,26,Female,Belgium,3.2,305.3,8.0,Good,3,23.0,Low,4.1,1,Student,1,0,Joven,Peso saludable
3076,56,Female,Belgium,2.1,202.4,4.5,Poor,1,23.5,High,6.3,3,Other,0,0,Mayor,Peso saludable
3077,44,Male,Italy,4.3,412.9,7.3,Good,3,28.4,Low,4.2,1,Office,1,1,Adulto,Sobrepeso
3078,41,Female,Italy,1.2,112.4,5.4,Fair,2,25.4,Medium,10.7,2,Healthcare,0,0,Adulto,Sobrepeso
3079,37,Female,Switzerland,2.2,212.9,7.2,Good,3,19.0,Low,14.6,1,Healthcare,0,1,Adulto,Peso saludable
3080,32,Male,Australia,2.2,212.2,9.1,Excellent,4,21.9,Low,0.7,1,Healthcare,0,0,Joven,Peso saludable
3081,49,Male,France,0.2,18.0,6.9,Good,3,25.9,Low,7.7,1,Other,0,0,Adulto,Sobrepeso
3082,36,Male,Mexico,3.0,289.2,6.4,Good,3,28.3,Low,3.9,1,Office,0,1,Adulto,Sobrepeso
3083,18,Male,UK,2.6,250.8,6.0,Fair,2,27.4,Medium,6.9,2,Service,0,0,Joven,Sobrepeso
3084,21,Female,Germany,2.2,210.3,6.5,Good,3,23.2,Low,10.6,1,Service,0,0,Joven,Peso saludable
3085,32,Male,Japan,3.3,309.6,6.0,Fair,2,22.6,Medium,13.2,2,Student,0,0,Joven,Peso saludable
3086,38,Male,Sweden,2.2,209.7,6.7,Good,3,32.0,Low,13.3,1,Service,0,0,Adulto,Obesidad
3087,34,Female,Japan,4.6,438.4,6.0,Fair,2,27.6,Medium,2.4,2,Office,1,0,Joven,Sobrepeso
3088,49,Female,Belgium,3.2,304.6,6.3,Good,3,23.2,Low,8.4,1,Student,0,0,Adulto,Peso saludable
3089,18,Female,Netherlands,3.1,290.9,5.9,Fair,2,24.1,Medium,4.2,2,Other,1,0,Joven,Peso saludable
3090,36,Male,South Korea,1.5,141.5,6.6,Good,3,19.8,Low,7.5,1,Healthcare,0,1,Adulto,Peso saludable
3091,18,Male,South Korea,0.0,0.0,7.0,Good,3,22.6,Low,13.8,1,Healthcare,0,0,Joven,Peso saludable
3092,44,Male,India,3.7,351.9,8.4,Excellent,4,21.7,Low,0.9,1,Student,0,0,Adulto,Peso saludable
3093,33,Male,Australia,0.0,0.0,8.9,Excellent,4,22.5,Low,8.9,1,Student,0,0,Joven,Peso saludable
3094,40,Male,Netherlands,2.1,199.3,7.1,Good,3,28.5,Low,5.4,1,Student,0,1,Adulto,Sobrepeso
3095,24,Female,UK,3.8,363.0,5.9,Fair,2,18.9,Medium,13.0,2,Office,0,0,Joven,Peso saludable
3096,50,Male,Norway,1.2,113.9,7.2,Good,3,23.2,Low,3.3,1,Student,0,1,Adulto,Peso saludable
3097,47,Male,South Korea,1.8,171.8,5.7,Fair,2,20.2,Medium,5.0,2,Office,0,0,Adulto,Peso saludable
3098,42,Male,Norway,0.4,38.8,6.3,Good,3,25.0,Low,0.3,1,Student,0,1,Adulto,Sobrepeso
3099,33,Female,Spain,1.1,106.1,6.9,Good,3,29.4,Low,6.4,1,Office,0,0,Joven,Sobrepeso
3100,41,Female,USA,1.3,124.2,6.0,Good,3,26.9,Low,9.5,1,Office,0,0,Adulto,Sobrepeso
3101,26,Female,Canada,1.8,171.6,6.0,Fair,2,24.9,Medium,2.9,2,Service,0,0,Joven,Peso saludable
3102,45,Male,France,2.7,255.9,6.0,Good,3,28.0,Low,9.5,1,Service,0,0,Adulto,Sobrepeso
3103,54,Male,Norway,2.8,270.5,9.3,Excellent,4,27.6,Low,11.2,1,Student,1,0,Adulto,Sobrepeso
3104,47,Male,Sweden,4.7,443.5,6.5,Good,3,22.3,Low,2.9,1,Student,1,0,Adulto,Peso saludable
3105,26,Male,Japan,1.8,168.2,4.7,Poor,1,17.2,High,11.3,3,Office,0,0,Joven,Bajo peso
3106,39,Female,China,3.3,316.8,6.7,Good,3,28.7,Low,14.0,1,Office,1,0,Adulto,Sobrepeso
3107,19,Female,Netherlands,1.5,146.9,7.3,Good,3,19.3,Low,3.3,1,Service,0,0,Joven,Peso saludable
3108,41,Female,Norway,5.0,476.3,6.2,Good,3,19.3,Low,2.0,1,Other,0,0,Adulto,Peso saludable
3109,40,Female,Germany,2.7,255.1,7.3,Good,3,22.9,Low,5.0,1,Healthcare,0,1,Adulto,Peso saludable
3110,18,Female,Norway,2.2,208.0,6.0,Fair,2,21.7,Medium,2.9,2,Healthcare,0,0,Joven,Peso saludable
3111,21,Male,Spain,1.3,124.7,6.6,Good,3,19.3,Low,11.6,1,Other,0,0,Joven,Peso saludable
3112,31,Other,Mexico,3.9,366.6,6.3,Good,3,23.7,Low,2.0,1,Other,0,0,Joven,Peso saludable
3113,31,Male,Italy,2.7,256.0,5.8,Fair,2,22.8,Medium,0.3,2,Healthcare,0,1,Joven,Peso saludable
3114,20,Female,USA,2.8,266.6,5.4,Fair,2,25.9,Medium,5.3,2,Service,0,1,Joven,Sobrepeso
3115,39,Male,USA,0.9,87.0,7.0,Good,3,24.1,Low,11.8,1,Healthcare,0,0,Adulto,Peso saludable
3116,38,Male,Germany,1.3,126.0,7.1,Good,3,25.3,Low,9.8,1,Other,0,0,Adulto,Sobrepeso
3117,32,Female,Norway,0.0,0.0,3.6,Poor,1,23.4,High,8.0,3,Healthcare,1,1,Joven,Peso saludable
3118,25,Male,Canada,1.7,164.9,6.1,Good,3,25.3,Low,6.9,1,Healthcare,0,0,Joven,Sobrepeso
3119,47,Male,Norway,1.8,169.2,6.4,Good,3,22.3,Low,9.7,1,Other,1,0,Adulto,Peso saludable
3120,54,Male,Japan,0.5,45.9,7.1,Good,3,23.5,Low,7.4,1,Service,0,1,Adulto,Peso saludable
3121,29,Male,South Korea,2.4,227.2,7.6,Good,3,20.6,Low,11.6,1,Healthcare,0,1,Joven,Peso saludable
3122,27,Female,Switzerland,2.0,187.9,6.3,Good,3,20.5,Low,13.0,1,Student,0,0,Joven,Peso saludable
3123,40,Female,Italy,1.4,134.1,7.5,Good,3,24.2,Low,2.6,1,Student,0,1,Adulto,Peso saludable
3124,30,Male,Italy,1.2,115.3,5.2,Fair,2,31.3,Medium,3.5,2,Healthcare,1,1,Joven,Obesidad
3125,33,Male,Mexico,2.7,261.1,8.2,Excellent,4,25.7,Low,7.7,1,Other,1,0,Joven,Sobrepeso
3126,43,Female,Sweden,1.3,126.6,6.7,Good,3,22.0,Low,13.0,1,Student,0,1,Adulto,Peso saludable
3127,18,Male,China,5.0,471.8,4.4,Poor,1,18.1,High,13.8,3,Healthcare,0,1,Joven,Bajo peso
3128,50,Male,Canada,2.2,211.3,7.4,Good,3,26.8,Low,1.9,1,Other,0,0,Adulto,Sobrepeso
3129,35,Male,South Korea,3.9,368.4,6.1,Good,3,28.6,Low,4.5,1,Student,0,0,Joven,Sobrepeso
3130,30,Female,Mexico,0.8,74.3,9.1,Excellent,4,26.0,Low,11.5,1,Service,0,1,Joven,Sobrepeso
3131,33,Male,Belgium,2.3,214.4,8.6,Excellent,4,25.8,Low,14.0,1,Other,0,0,Joven,Sobrepeso
3132,34,Male,Norway,1.1,101.7,7.9,Good,3,18.4,Low,1.2,1,Student,0,1,Joven,Bajo peso
3133,18,Female,France,3.1,298.2,3.1,Poor,1,24.5,High,7.0,3,Office,0,1,Joven,Peso saludable
3134,52,Male,Belgium,2.4,228.6,6.4,Good,3,21.6,Low,7.4,1,Office,0,1,Adulto,Peso saludable
3135,35,Female,Sweden,5.5,519.4,7.7,Good,3,26.4,Low,0.1,1,Other,0,0,Joven,Sobrepeso
3136,40,Male,Brazil,1.9,183.6,7.7,Good,3,19.7,Low,12.8,1,Student,0,0,Adulto,Peso saludable
3137,46,Male,Australia,0.0,0.0,5.9,Fair,2,23.7,Medium,1.6,2,Service,0,0,Adulto,Peso saludable
3138,22,Male,Canada,2.4,229.0,6.5,Good,3,27.0,Low,12.6,1,Other,1,1,Joven,Sobrepeso
3139,40,Male,Norway,2.8,265.7,7.3,Good,3,21.1,Low,0.3,1,Other,0,0,Adulto,Peso saludable
3140,31,Female,South Korea,1.6,148.2,4.9,Poor,1,22.5,High,14.7,3,Service,0,0,Joven,Peso saludable
3141,45,Female,UK,1.4,130.0,5.0,Poor,1,27.5,High,7.9,3,Healthcare,0,0,Adulto,Sobrepeso
3142,18,Male,Sweden,0.7,66.9,9.8,Excellent,4,31.1,Low,4.5,1,Healthcare,0,1,Joven,Obesidad
3143,33,Male,China,3.2,306.1,6.1,Good,3,26.9,Low,9.1,1,Service,0,0,Joven,Sobrepeso
3144,27,Male,India,3.4,321.8,4.2,Poor,1,24.3,High,4.3,3,Service,0,1,Joven,Peso saludable
3145,40,Female,Australia,6.1,584.0,5.2,Fair,2,21.5,Medium,1.6,2,Student,0,0,Adulto,Peso saludable
3146,40,Female,Belgium,2.2,213.7,7.1,Good,3,23.1,Low,3.8,1,Service,0,1,Adulto,Peso saludable
3147,26,Male,Canada,2.7,259.3,7.5,Good,3,26.6,Low,12.6,1,Office,0,0,Joven,Sobrepeso
3148,26,Female,South Korea,2.1,203.0,5.9,Fair,2,21.9,Medium,3.7,2,Office,0,0,Joven,Peso saludable
3149,33,Female,Norway,6.6,623.2,4.6,Poor,1,22.2,High,6.2,3,Healthcare,0,1,Joven,Peso saludable
3150,24,Female,Belgium,3.4,325.5,7.5,Good,3,18.9,Low,8.2,1,Office,0,0,Joven,Peso saludable
3151,45,Male,France,2.5,237.8,5.5,Fair,2,32.1,Medium,13.0,2,Office,0,0,Adulto,Obesidad
3152,30,Male,Italy,5.7,537.2,5.8,Fair,2,27.9,Medium,0.2,2,Student,0,0,Joven,Sobrepeso
3153,18,Male,Finland,2.4,229.0,7.4,Good,3,22.4,Low,13.2,1,Healthcare,0,0,Joven,Peso saludable
3154,30,Female,Australia,7.8,742.2,5.2,Fair,2,29.4,Medium,11.1,2,Student,0,0,Joven,Sobrepeso
3155,22,Female,Germany,5.0,474.6,8.7,Excellent,4,25.6,Low,5.8,1,Other,0,1,Joven,Sobrepeso
3156,18,Female,USA,2.5,234.5,5.6,Fair,2,20.3,Medium,14.9,2,Office,0,1,Joven,Peso saludable
3157,20,Male,Japan,3.3,310.5,6.1,Good,3,21.8,Low,0.9,1,Office,0,1,Joven,Peso saludable
3158,36,Male,Switzerland,2.7,255.6,6.1,Good,3,20.0,Low,11.1,1,Student,1,1,Adulto,Peso saludable
3159,50,Male,Belgium,3.6,345.0,5.7,Fair,2,25.4,Medium,10.8,2,Other,0,1,Adulto,Sobrepeso
3160,38,Female,Canada,1.6,154.9,8.1,Excellent,4,32.6,Low,14.2,1,Office,0,0,Adulto,Obesidad
3161,27,Male,Sweden,5.6,536.3,5.7,Fair,2,24.0,Medium,12.4,2,Service,0,0,Joven,Peso saludable
3162,40,Male,France,1.5,144.5,10.0,Excellent,4,21.5,Low,8.6,1,Student,0,0,Adulto,Peso saludable
3163,29,Female,Netherlands,2.9,273.8,6.7,Good,3,23.3,Low,3.5,1,Healthcare,0,0,Joven,Peso saludable
3164,26,Male,UK,3.1,289.8,6.8,Good,3,30.8,Low,7.6,1,Other,0,0,Joven,Obesidad
3165,21,Male,Australia,2.0,192.6,4.8,Poor,1,27.0,High,1.5,3,Office,0,0,Joven,Sobrepeso
3166,18,Male,Belgium,0.6,53.8,6.2,Good,3,24.7,Low,7.3,1,Office,0,0,Joven,Peso saludable
3167,30,Female,Mexico,2.9,271.8,7.4,Good,3,17.7,Low,2.9,1,Healthcare,0,0,Joven,Bajo peso
3168,36,Female,Finland,2.9,272.8,7.2,Good,3,24.9,Low,14.0,1,Office,0,0,Adulto,Peso saludable
3169,33,Female,Sweden,2.0,190.6,5.4,Fair,2,21.1,Medium,6.1,2,Service,0,1,Joven,Peso saludable
3170,30,Female,Canada,2.1,196.3,6.1,Good,3,29.6,Low,2.2,1,Service,0,0,Joven,Sobrepeso
3171,23,Female,Australia,2.7,259.5,3.0,Poor,1,20.1,High,0.4,3,Other,1,1,Joven,Peso saludable
3172,42,Female,Sweden,4.4,415.0,5.4,Fair,2,20.7,Medium,5.0,2,Service,0,0,Adulto,Peso saludable
3173,19,Female,Netherlands,4.3,404.9,8.4,Excellent,4,26.3,Low,0.9,1,Other,0,0,Joven,Sobrepeso
3174,44,Female,USA,3.2,306.1,6.8,Good,3,24.3,Low,6.9,1,Other,1,1,Adulto,Peso saludable
3175,22,Male,Belgium,1.9,176.4,8.1,Excellent,4,20.8,Low,0.7,1,Student,0,1,Joven,Peso saludable
3176,25,Male,Australia,2.0,189.0,4.7,Poor,1,19.6,High,12.5,3,Office,0,0,Joven,Peso saludable
3177,18,Male,Japan,2.1,202.8,6.8,Good,3,31.3,Low,7.0,1,Office,0,0,Joven,Obesidad
3178,28,Female,Canada,1.8,173.3,6.6,Good,3,23.7,Low,11.9,1,Service,1,0,Joven,Peso saludable
3179,46,Female,Belgium,0.8,80.5,6.1,Good,3,24.4,Low,5.5,1,Office,0,0,Adulto,Peso saludable
3180,41,Female,Italy,1.3,126.4,6.5,Good,3,24.4,Low,11.5,1,Other,0,1,Adulto,Peso saludable
3181,46,Male,Belgium,3.4,323.3,5.9,Fair,2,16.6,Medium,6.1,2,Other,0,0,Adulto,Bajo peso
3182,41,Male,Italy,1.5,146.0,5.4,Fair,2,27.4,Medium,10.1,2,Healthcare,0,0,Adulto,Sobrepeso
3183,21,Male,France,2.6,242.6,6.8,Good,3,21.5,Low,10.7,1,Office,0,0,Joven,Peso saludable
3184,31,Female,Norway,2.5,237.7,7.7,Good,3,21.5,Low,9.0,1,Office,0,1,Joven,Peso saludable
3185,25,Male,Germany,3.2,302.9,5.6,Fair,2,24.2,Medium,0.8,2,Service,0,0,Joven,Peso saludable
3186,50,Female,Netherlands,1.5,143.4,5.9,Fair,2,15.5,Medium,5.5,2,Service,0,0,Adulto,Bajo peso
3187,20,Male,South Korea,0.0,0.0,8.0,Good,3,17.0,Low,11.7,1,Student,0,0,Joven,Bajo peso
3188,45,Male,Mexico,1.6,149.6,6.8,Good,3,27.4,Low,13.9,1,Service,0,0,Adulto,Sobrepeso
3189,45,Female,UK,1.1,105.8,6.4,Good,3,26.6,Low,9.9,1,Other,1,0,Adulto,Sobrepeso
3190,56,Male,Netherlands,0.0,0.0,7.1,Good,3,20.8,Low,14.5,1,Other,1,0,Mayor,Peso saludable
3191,30,Male,France,1.7,158.7,9.2,Excellent,4,28.5,Low,4.1,1,Office,0,0,Joven,Sobrepeso
3192,43,Female,Norway,1.5,139.9,8.2,Excellent,4,29.4,Low,2.0,1,Healthcare,1,0,Adulto,Sobrepeso
3193,62,Male,Netherlands,2.5,233.6,8.7,Excellent,4,18.6,Low,4.9,1,Office,0,1,Mayor,Peso saludable
3194,27,Other,Japan,3.3,312.2,7.4,Good,3,25.4,Low,10.2,1,Healthcare,1,1,Joven,Sobrepeso
3195,18,Female,Italy,5.3,504.6,5.3,Fair,2,21.9,Medium,5.9,2,Service,0,0,Joven,Peso saludable
3196,18,Male,Norway,2.6,250.8,6.1,Good,3,15.0,Low,9.9,1,Student,0,0,Joven,Bajo peso
3197,43,Female,France,2.5,241.8,5.7,Fair,2,18.7,Medium,10.5,2,Student,0,0,Adulto,Peso saludable
3198,18,Male,Mexico,5.5,522.2,6.9,Good,3,25.4,Low,9.2,1,Student,1,0,Joven,Sobrepeso
3199,30,Female,South Korea,0.6,56.7,6.5,Good,3,20.3,Low,11.7,1,Service,0,1,Joven,Peso saludable
3200,40,Female,Spain,0.7,66.1,5.9,Fair,2,28.4,Medium,3.5,2,Healthcare,0,0,Adulto,Sobrepeso
3201,37,Female,USA,3.4,323.3,6.4,Good,3,24.7,Low,1.6,1,Office,0,0,Adulto,Peso saludable
3202,40,Male,India,4.5,424.9,4.6,Poor,1,32.5,High,0.7,3,Student,0,0,Adulto,Obesidad
3203,37,Male,India,4.6,441.6,7.5,Good,3,17.6,Low,14.6,1,Office,0,0,Adulto,Bajo peso
3204,50,Male,USA,0.0,0.0,5.8,Fair,2,30.8,Medium,10.8,2,Student,0,0,Adulto,Obesidad
3205,23,Female,India,0.0,0.0,8.1,Excellent,4,28.3,Low,3.6,1,Healthcare,0,0,Joven,Sobrepeso
3206,26,Female,Brazil,2.3,220.8,7.2,Good,3,23.4,Low,7.2,1,Service,1,0,Joven,Peso saludable
3207,25,Male,Japan,3.6,338.5,7.2,Good,3,29.8,Low,0.9,1,Healthcare,1,1,Joven,Sobrepeso
3208,44,Female,Spain,1.9,183.2,5.3,Fair,2,23.5,Medium,10.0,2,Healthcare,0,0,Adulto,Peso saludable
3209,45,Male,China,0.7,69.8,7.0,Good,3,30.3,Low,14.5,1,Other,0,0,Adulto,Obesidad
3210,40,Male,Belgium,0.6,56.1,6.3,Good,3,20.7,Low,10.6,1,Student,0,1,Adulto,Peso saludable
3211,49,Male,China,4.1,385.2,4.3,Poor,1,24.7,High,9.3,3,Healthcare,1,0,Adulto,Peso saludable
3212,20,Male,UK,4.1,389.5,8.1,Excellent,4,23.6,Low,13.8,1,Other,1,0,Joven,Peso saludable
3213,55,Male,Canada,3.4,327.4,6.4,Good,3,18.8,Low,7.7,1,Office,0,0,Adulto,Peso saludable
3214,53,Female,South Korea,2.4,230.4,6.1,Good,3,20.5,Low,11.2,1,Healthcare,0,1,Adulto,Peso saludable
3215,43,Male,Brazil,1.2,113.9,8.5,Excellent,4,24.9,Low,14.0,1,Service,0,0,Adulto,Peso saludable
3216,56,Male,Switzerland,0.0,0.0,8.2,Excellent,4,23.3,Low,9.7,1,Other,0,0,Mayor,Peso saludable
3217,18,Female,Australia,0.2,23.4,10.0,Excellent,4,25.3,Low,7.9,1,Service,1,0,Joven,Sobrepeso
3218,28,Male,Canada,0.0,0.0,5.9,Fair,2,20.6,Medium,8.7,2,Other,0,0,Joven,Peso saludable
3219,26,Female,Canada,2.0,194.7,6.0,Good,3,19.9,Low,11.5,1,Student,0,0,Joven,Peso saludable
3220,43,Male,Australia,3.2,303.9,8.8,Excellent,4,21.8,Low,0.8,1,Office,0,1,Adulto,Peso saludable
3221,22,Female,USA,2.6,246.9,5.6,Fair,2,25.0,Medium,4.9,2,Service,0,1,Joven,Sobrepeso
3222,44,Female,Norway,4.6,439.3,5.4,Fair,2,23.2,Medium,0.8,2,Healthcare,0,0,Adulto,Peso saludable
